1.038145678491986801e-01 3.614582387554214349e-01 2.258568168555203370e-01 1.194061564736041553e-01 1.970533482038090700e-01 -1.346571916065539831e-01 -5.172161315541795590e-02 2.961297343449070252e-01 -5.074095228323134005e-02 -1.020899960146698232e-01 -1.341014880073953253e-01 -2.055411414177703289e-02 -2.147292521016622990e-01 -1.182168138928596235e-01 -2.045438301504886869e-01 1.611878678175017454e-01 -1.759212320255365836e-01 -4.334549163084705503e-02 -3.209627978474995091e-02 9.908053339963517406e-03 -1.233479730262542207e-01 2.434188834727163409e-01 -1.443363565365912149e-01 -1.851041482697035889e-01 2.098138886963203109e-01 -2.124738274112200898e-01 1.120760786286880695e-01 -2.624291466279227419e-03 -2.694585501658507964e-01 1.195848555502907473e-01 3.111874721187922188e-01 -1.687623415750167388e-01 -2.164752068480869374e-01 -2.080729598773996547e-01 2.500548340207063291e-01 3.986820676468586649e-02 3.150075965765010422e-02 9.527485895181660169e-02 -3.168169904987644947e-01 2.917455725708075209e-01 1.432745921973955505e-01 1.688411888109886683e-01 -3.027318856365574518e-01 -1.908038903274536513e-01 9.423163685528133937e-02 -7.128843133783002196e-03 1.835104435510294743e-02 6.977781781552376550e-02 1.110029005795443342e-02 -3.296575606870098124e-02
1.988736415847739206e-02 1.748507351377655561e-01 3.840637480134239529e-02 2.639972467535576239e-01 2.404943490556344099e-01 -1.203775491696189026e-01 -8.722940408660961875e-02 2.295628478935632932e-01 -1.088978465988416772e-02 1.121988533927086862e-01 4.635273161298686384e-02 -1.230169242508954985e-01 -2.709210027342811578e-01 -1.625500728870942768e-01 -1.478612056033051514e-01 2.355772889944607873e-01 -1.963202157110430501e-01 -9.048163405834565298e-03 -4.799593578250343356e-02 -9.192308806680878075e-02 -1.384603697259299271e-01 2.429756292987252098e-01 -4.736509030580239588e-02 -2.106475382952140707e-01 -1.243343744999836631e-01 -2.131431061448645359e-01 7.878821870802700522e-02 -7.778202813308381092e-02 -2.211934101466592750e-01 1.556890864125690388e-01 1.430284772868576082e-01 -3.672003931566680118e-02 -9.228866062144737425e-02 -9.341781846808529938e-04 3.358730511552487363e-01 4.100603809405081561e-04 -2.273768838074956972e-02 1.166085349465202925e-01 -1.839891276367031370e-01 3.655964938201748948e-01 1.381228796888261390e-01 5.449089524231099518e-02 -7.225501499599570887e-02 -2.160171776417360856e-01 -4.810206796269544255e-03 2.977363304663851462e-01 -5.522278211994866362e-03 -1.077596638800449452e-02 -1.965361088658182376e-01 -1.900705194813871388e-02
1.195019841926862336e-01 5.068016673370977498e-01 1.658475341027604577e-01 9.660033651335524219e-02 2.592962434995665921e-01 -9.714180447362848192e-02 -1.248159697659812356e-01 1.985898906170314171e-01 3.639237079608787645e-02 -9.834619022083043727e-02 -3.177757667764884442e-01 1.283835789784432135e-01 -5.869906211433689042e-02 -1.745950941979411974e-01 -1.628805661962589579e-01 1.838934976265125532e-01 -2.218578668584068325e-01 9.752844070593630343e-02 1.224222307557207567e-01 -1.298244714052051441e-01 -1.059424522632078230e-01 2.513975067501573180e-01 -6.149335523245039875e-02 -2.627555117657445760e-01 6.389375971253827280e-02 -2.067119340673983507e-01 -5.441748521788340037e-02 -1.182266276154263773e-01 -9.094225953151792441e-02 1.088976696791398996e-01 4.264360164509130025e-01 -2.336139591284132622e-01 -3.308894488667757927e-01 -1.710572008194649329e-01 3.750331374848795418e-01 1.339951672860922038e-01 8.883440240856799175e-02 9.873964992865701118e-02 -1.826945175331672611e-01 2.910669792469466888e-01 1.779226978129962999e-01 4.074130479200940291e-01 -2.445723645166272275e-01 -7.223146183233498940e-02 2.961028749225805626e-02 -1.868980711715818518e-02 -5.178752868535697190e-02 3.093329732794488154e-02 6.454081317822876751e-02 9.455764713128157750e-02
9.507619183196859558e-02 3.052389155456393666e-01 3.682273280639850599e-01 2.253673068131341051e-01 6.073491963833572982e-02 -1.658995228935767341e-01 -1.474005170700430079e-01 2.603706616490544801e-01 -6.357600889696209123e-02 -1.277782669611956246e-01 -1.624231219317547326e-01 -8.080134851482845271e-02 -1.359136208329062012e-01 -2.192623537483383012e-01 -9.049820081712538211e-02 1.889215334947544900e-01 -1.560082908595177564e-01 -9.578746369201383837e-03 1.059029889533719543e-01 1.098207943540392001e-02 7.233488450070317544e-04 3.616065738224966686e-01 -1.761730572220042701e-01 -1.658202375285537655e-01 8.098768874314085653e-02 -2.713114286868113512e-01 1.703444478681102880e-02 -2.318577564359025275e-02 -2.794405488076456279e-01 -5.544403382804726638e-02 2.795513158072515658e-01 -2.266153993720275150e-01 -1.434823560846908430e-01 -1.694586257412368235e-01 2.847457828340583808e-01 2.256605936872448093e-02 1.181682427020098597e-01 2.019081118891709881e-01 -1.440752711470858205e-01 1.398237713066408094e-01 1.391886667530879140e-01 1.945215997159726040e-01 -3.307660930478046879e-01 -1.251631316573675046e-01 5.451031791062649345e-02 9.164220268826228644e-02 2.131144272659803510e-02 -1.960960441452892344e-03 -1.306709876927009302e-02 1.497403931492363900e-02
-1.185390121060241608e-01 5.159112725079026962e-01 4.825602466313550498e-01 8.872852871668021613e-02 3.308990644674673076e-01 -1.092382297478066006e-01 1.142905451670613547e-02 1.462777157502667680e-01 8.316709533373872754e-02 -2.148980478143679845e-02 -1.508372177797144276e-01 1.152659492266367575e-02 -1.233425240552147029e-01 -3.894300265287042873e-01 -1.544602913452197968e-01 1.431746366588832475e-01 -1.637098052490894018e-01 -4.495907993191695928e-02 6.137066257024032662e-02 4.135846780021416869e-02 -3.964383361093962166e-04 -1.418289699612107213e-01 -9.345626557219587072e-02 -1.042391253674681828e-01 1.263661498158762664e-01 -1.834807876658338388e-01 -1.660047588856071177e-01 -2.150981936397504124e-01 -1.209496761663226283e-01 1.096203670106873640e-01 3.506126662439948416e-01 -9.198822637861479856e-02 -3.280911094202385025e-01 -1.056373213310490833e-01 2.747965027053558829e-01 4.367669369384769712e-02 6.711186564708937485e-02 1.175721667258350367e-01 -2.981643069912771615e-01 2.404182219138185084e-01 2.723254802823779630e-01 2.167750854689041995e-01 -2.624625666532586221e-01 -3.921963761707573104e-01 6.075887723817208208e-02 8.739707538063151704e-02 -7.751706268614183548e-02 -2.333068436086652431e-01 1.731144303511779614e-01 -1.213669102725396659e-01
4.328277195273923239e-02 2.646013867855160906e-01 1.386045324240549048e-01 2.752549681342483234e-01 1.528112228768837011e-01 -1.820466111432333944e-01 -2.603639511295512479e-02 3.062040537797320883e-01 -6.160703120632295138e-02 7.936062196093071619e-02 -2.201574207485390011e-01 -1.082741635802868529e-01 -2.624921536692446100e-01 -3.841233069608541162e-01 -2.289671128119143417e-01 1.948687398736646537e-01 -2.191072860397609290e-01 1.263328561543936301e-01 -7.475616405104598683e-02 -1.548914665310005268e-01 -1.431010437496972321e-01 2.469979896885902693e-01 -1.656999317409929284e-01 -1.999106284308267700e-01 1.265864146974877702e-01 -1.816416754456957328e-01 -4.077790477115033653e-03 -1.294102933643533349e-01 -1.484768866927874686e-01 6.685646013640111907e-02 3.255936551911393639e-01 -1.868806904328075003e-01 -1.987836510261123957e-01 -6.891170176827297877e-02 3.567138152675873863e-01 2.651577884481403496e-02 1.008453406109109246e-01 2.200930784348429092e-01 -3.402421582067565731e-01 3.160419155201933394e-01 4.766351563425833687e-02 1.470917018747637806e-01 -2.221862840677677475e-01 -1.505235778597392715e-01 -2.119738233843091596e-02 6.550028768296536040e-03 -1.068371622921084202e-01 -4.911090549058891308e-02 2.065360748106932071e-02 1.879509268642129416e-01
9.684147931906419982e-02 3.533141239049235049e-01 2.413978571056048239e-01 2.393194583574307366e-01 2.678251765249658467e-01 -8.765564056792785053e-02 -8.530276453734696174e-02 2.207668790322842300e-01 -9.868408042630043286e-02 1.069011625894266543e-02 5.727182575360922900e-02 -1.912387840251868476e-01 -1.997729717902688995e-01 -1.378715222206118030e-01 -2.520703643692321361e-01 1.075272537766559650e-01 -2.317163485239986664e-01 7.729104975219976137e-02 2.434074049416946189e-02 4.922193133272209642e-02 -1.390544035263412137e-01 2.066476530754821905e-01 -2.257593959965709385e-01 -8.045145497303186899e-02 7.118265083436242646e-02 -1.041009351532482252e-01 1.000006213056887638e-01 -3.267837498472195290e-02 -2.589887986596481340e-01 2.276069257059890397e-02 1.937094275007835431e-01 -1.305384562525077063e-01 -3.008391978899352948e-01 -2.392507228603877323e-01 4.246999536043871704e-01 1.619503274390212966e-01 1.698001391266613924e-01 2.236980044365235176e-01 -2.161432053905449069e-01 2.519113991203204561e-01 1.553436233917728782e-01 2.371608031089345869e-01 -2.805708466712011906e-01 -2.205571682332360672e-01 5.295692375178188971e-02 -9.025009335789779819e-02 -8.208934949258991920e-02 6.767750999257156341e-02 -1.283930154783962177e-02 2.581895623580550414e-02
1.123922155916224352e-01 5.083262419317738923e-01 1.455307031725961431e-01 1.335570744355740191e-01 9.258481970062445998e-02 -5.411853347240163509e-02 -1.076056258954975892e-01 2.667031204362752539e-01 2.657293137184255950e-03 -1.293224599583408241e-01 -2.434347100911321005e-01 2.258679415707938107e-02 -2.753827309794451006e-01 -1.109517890506039606e-01 -1.970201736067477005e-01 1.436687813106675704e-01 -2.767155861488356794e-01 -1.474207363735234588e-02 7.220076201029949903e-02 -1.194804164047896383e-01 -8.127608671134309293e-02 2.378725172257636911e-01 -8.226237781742866406e-02 -3.953542253973882925e-01 1.336581067004405932e-01 -1.207695879015708851e-01 5.477031652322448402e-02 -1.512760251386953414e-01 -2.327732107008220752e-01 1.509723691380118471e-01 3.009538987795262743e-01 -1.965425283007803114e-01 -2.644970999055786809e-01 -2.066911120860650264e-01 2.651248391792221382e-01 6.385152835120185000e-02 6.607096668052152288e-02 7.434182014687524750e-03 -2.599360095888630928e-01 2.655996140863830512e-01 2.801078621169979521e-01 2.851465361196376391e-01 -2.850867133688271826e-01 -1.130676004808544022e-01 6.643365931654166001e-02 1.223490552383479646e-01 -3.441348387323522103e-03 1.408766495075573777e-02 -6.577197400271079207e-04 8.206085993824759062e-02
6.279183609003588518e-02 2.980843580521445046e-01 3.184832612042629019e-01 8.888343388126826450e-02 2.036935024934681815e-01 -2.498038152099224529e-01 8.840814659574589007e-02 3.889485892877797557e-01 4.591419977768188693e-02 -3.540940617972890541e-03 -5.591992046041151937e-02 1.389796211263154557e-01 -2.427179173555810143e-01 -1.615863490016165860e-01 -8.962514549459818514e-02 7.122463782565832680e-02 -8.361038380758263611e-02 2.691409559727079848e-01 1.609765269382204241e-03 -2.031859969688782630e-01 -1.815965566864158331e-01 1.383627477657268234e-01 -1.750806144163077060e-01 -7.207992887447897679e-02 7.205428441985453625e-02 -2.405961253975185954e-01 -2.107346159504194447e-02 -4.057026069887725850e-01 -7.012766274686008106e-02 1.062024220393626289e-01 2.162839172970255075e-01 -9.014362919631757620e-02 -1.866274972435158497e-01 -1.418790487066080297e-01 1.467465130096684556e-01 1.335713471064220170e-01 1.750235645263169548e-01 7.988498367976068146e-04 -1.909965870412156097e-01 1.820518764629102948e-01 2.026812288520437877e-01 2.940209261231567783e-01 -1.168824684227984662e-01 -2.466860216605588907e-01 1.682703532737812036e-01 -1.585012745175825438e-02 9.206916294870197415e-02 5.479510256375349359e-02 -6.754501716509667131e-02 5.693150130752085147e-02
6.523047330003725608e-02 3.433490278955486086e-01 3.116319333277339232e-01 4.114530467320403062e-01 2.656504502811121160e-01 -2.567118024167781565e-01 4.151280099562051212e-02 3.011576116543909776e-01 -5.006142397116272735e-02 1.382831979071351414e-01 -1.017805787962284964e-01 -3.178637522255395829e-03 -2.519745197459200559e-01 -2.722983590228939543e-01 -2.575383634732209548e-01 -2.878639938057027739e-02 -1.228181627965123091e-01 9.021977995120866733e-02 -2.559414018166197846e-02 -3.188258792992796908e-01 -2.179161825985611589e-01 3.561336212324192618e-01 -1.686423034535177445e-01 -2.032069707310512306e-03 4.588926647243112000e-02 -1.591366678352075514e-01 -2.308225118980863563e-02 -2.259301990655152026e-01 -1.935248670716801511e-01 -5.343186093432769623e-02 2.654772842332243643e-01 -1.868763778462207426e-01 -3.072756035436161604e-01 -2.488721065449921721e-01 3.955531982146869852e-01 1.613841467144254416e-01 2.552947703489867881e-01 1.432260721902933187e-01 -1.686001542529577957e-01 2.301247922310408200e-01 1.970253047469031626e-01 3.519773063842532856e-01 -2.763615926687525981e-01 -1.454215095878742536e-01 3.923694758432679647e-03 9.205093767080431422e-02 -3.977968255523212787e-02 2.203120897685929280e-01 5.085698442653436083e-03 4.448089268328397211e-02
